Issue key,Issue id,Summary,Custom field (Bundle Version),Assignee,Created,Priority,Status,Custom field (Moment ID),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI)
MON-2421196,2598550,"FB，feature_match_module,fm_err_output_map_lane_type_incorrect",v1.1.9-Alpha-20241202-irs2-DF_D_VEHICLE_ADU,jiuyu.zang,2024-12-08 6:54 PM,P0,Done,358231a2-5aaf-4502-b3d6-58d0b0645cd5,LSTI-5558,,,,
MON-2421187,2598539,变道过程中，无故取消,v1.1.9-Alpha-20241202-irs2-COMMON_LYRA,ryan.han,2024-12-08 6:46 PM,P0,Done,43db8440-4f45-47fc-9f6f-a15df1b47431,LSTI-5426,,,,
MON-2421091,2598405,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-08 6:09 PM,P2,Done,0e5b6992-5c04-4a53-a2ff-92dabf454d58,LSTI-4376,,,,
MON-2421086,2598400,正常路况正常行驶 突然一下子减速下来,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-08 6:07 PM,P2,Done,cd49e7bc-a41b-460f-af0c-2b7bf5e6e9e1,LSTI-5014,,,,
MON-2421081,2598395,【TSAudio】不合理制动,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-08 6:06 PM,P2,Done,b21a4392-1249-46e7-8e8e-0cfa39db3eb7,LSTI-4839,,,,
MON-2421071,2598385,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-08 6:04 PM,P2,Done,2fe2f389-363f-4b96-b273-d5941526ca8b,LSTI-4809,,,,
MON-2421066,2598380,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-08 6:04 PM,P2,Done,e42d8724-b570-44f1-9e9f-d5961e8bea4d,LSTI-4809,,,,
MON-2421061,2598373,智能驾驶自动退出,v0.8.96-adlst-0606.patch.21-irs2-CNHTC_G7H4_B_VEHICLE_LYRA,keming.zheng,2024-12-08 5:58 PM,P2,Done,fb22f43e-3a42-45f4-a2ca-69b98ec88d5d,LSTI-4376,,,,
MON-2420920,2598230,"FB，feature_match_module,fm_err_output_map_lane_type_incorrect",v1.1.9-Alpha-20241202-irs2-CNHTC_Z19X_T_VEHICLE_M51_LC,wan.sun,2024-12-08 5:39 PM,P1,Done,ac24a275-7dac-4f20-b373-18479754d38b,LSTI-5558,,,,
MON-2420919,2598229,虚线转实线，压实线变道,v1.1.9-Alpha-20241202-irs2-CNHTC_Z19X_T_VEHICLE_M51_LC,xiaoshuang.chen,2024-12-08 5:39 PM,P0,Done,cd65d100-64e5-4839-9278-dea985e49739,LSTI-5272,,,,
MON-2420907,2598217,ALC异常取消,v1.1.9-Alpha-20241202-irs2-COMMON_LYRA,wan.sun,2024-12-08 5:28 PM,P0,Done,c47ad8d6-c93a-4460-8fbd-e27c5a89c6ac,LSTI-5241,,,,
MON-2420869,2598178,变道一半后又取消返回原车道,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-08 2:20 PM,P1,Done,2e873245-0232-4570-ab45-34e06c9c69e3,,,,,
MON-2420789,2598098,无目标触发ALC,v1.1.9-Alpha-20241202-irs2-COMMON_LYRA,li.ding,2024-12-08 7:48 AM,P0,Done,aae51283-fe6a-4cff-be84-922d51eae999,LSTI-5146,,,,
MON-2420773,2598082,侧后小车误触发nudge一下,v1.1.9-Alpha-20241202-irs2-COMMON_LYRA,li.ding,2024-12-08 7:46 AM,P0,Done,1bf6dca4-3593-4e41-8aa1-6f011b0514a2,LSTI-5267,,,,
MON-2420749,2598057,误识别施工,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-08 3:04 AM,P2,Done,14fdfb48-d128-4746-b394-4ce7a4ce19af,LSTI-4839,,,,
MON-2420725,2598033,不合理制动,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-07 11:19 PM,P1,Done,b9b8576c-f7f6-482d-87c6-0a98098477ab,,,,,
MON-2420723,2598031,fallback,v1.0.9-Beta-20240911-1-g525e55ae2-irs2-2320769a-DF_H19X_D_VEHICLE_M51_LC,keming.zheng,2024-12-07 11:12 PM,P2,Done,74d12d65-1b9d-4797-92e0-5a12d1997d7e,LSTI-5063,,,,
MON-2420713,2598021,隧道内画龙,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-07 10:35 PM,P1,Done,549189d4-fa45-49cc-b92f-5a7a9b3bd42c,,,,,
MON-2420695,2598003,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-07 9:07 PM,P2,Done,fe63c7a2-74f5-48f9-9353-a14740d77e96,LSTI-5058,,,,
MON-2420694,2598002,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-07 9:07 PM,P2,Done,a6f84ac0-ddaf-497e-a3a2-5f30455b2279,LSTI-5057,,,,
MON-2420683,2597988,【TSAudio】Fallback,v1.0.9-p6-Beta-20241123-irs2-LQ_4H70_B_VEHICLE_LYRA,siyu.zhang,2024-12-07 5:03 PM,P2,Done,d1ec4131-885c-463b-b08c-be26f71957c0,LSTI-5466,,,,
MON-2420666,2597971,右侧有车还要向右侧变道,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-07 3:51 PM,P1,Done,241e1198-faba-4994-a909-3bd06bd7d0ca,,,,,
MON-2420630,2597935,【TSAudio】Nudge,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-07 1:47 PM,P2,Done,f7efac5d-38a6-48c5-aeb2-8b2e54f8e6d0,LSTI-5216,,,,
MON-2420620,2597925,【TSAudio】ALC,v0.8.96-adlst-0606.patch.21-irs2-CNHTC_G7H4_B_VEHICLE_LYRA,ruiliang.li,2024-12-07 1:16 PM,P2,Done,70905363-8e53-42a5-bcf8-c6ac06aa9da4,,,,,
MON-2420592,2597897,被超车时解除避让过早,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-07 11:07 AM,P1,Done,60223ad8-dae1-449c-bd3d-701303757676,,,,,
MON-2420590,2597895,在摄像头下啊要变道到左侧车道,v0.8.96-adlst-0606.patch.21-irs2-CNHTC_G7H4_B_VEHICLE_LYRA,zhou.yang,2024-12-07 10:56 AM,P1,Done,eaadfb43-3e77-4931-9791-745dcbfbcba5,,,,,
MON-2420589,2597894,右侧有车辆还要向右变道,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-07 10:53 AM,P1,Done,ca4ba97e-c6f9-4425-a2ee-ecf2a893c290,,,,,
MON-2420588,2597893,右侧有车辆还向右变道,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-07 10:51 AM,P1,Done,df445059-e43b-4a4f-a21e-962b06743673,,,,,
MON-2420587,2597892,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-07 10:43 AM,P2,Done,b4303718-8292-49fc-83da-5a5212aa5dff,LSTI-5058,,,,
MON-2420429,2597733,【TSAudio】ALC,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,jingpeng.sun,2024-12-07 1:09 AM,P2,Done,cde66651-5479-4d8d-8489-36a4f3bcbf06,LSTI-5241,,,,
MON-2420419,2597712,【TSAudio】不合理制动,v0.8.96-adlst-0606.patch.21-irs2-CNHTC_G7H4_B_VEHICLE_LYRA,keming.zheng,2024-12-06 9:46 PM,P2,Done,0c4abfdd-0b3a-49fc-8733-9d4903801f6d,LSTI-4839,,,,
MON-2420386,2597672,fallback,v1.0.9-p6-Beta-20241123-irs2-DF_H19X_D_VEHICLE_M51_LC,yuhao.zhao,2024-12-06 6:29 PM,P2,Done,bbb817a1-8432-435a-99c4-0ec278be552e,LSTI-5062,,,,
MON-2420363,2597646,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-06 3:28 PM,P2,Done,b58be919-a770-499e-b93f-2ab656eff0bb,LSTI-4008,,,,
MON-2420359,2597642,变道一半后又取消,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-06 2:54 PM,P2,Done,248a6054-61aa-4633-991c-96ba2813daa3,LSTI-5146,,,,
MON-2420318,2597601,【TSAudio】Fallback,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-06 1:46 PM,P2,Done,9247135e-d78f-44ab-b2bb-6fc124602350,LSTI-5080,,,,
MON-2420312,2597595,【TSAudio】Nudge,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-06 1:14 PM,P2,Done,6f3b132a-434e-4cac-b713-aec325f51aba,LSTI-5216,,,,
MON-2420309,2597592,申通-planning_process_status_valid,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-06 1:05 PM,P2,Done,9fdd0345-e7c4-4a6c-a6ab-393f77b88bd9,LSTI-4376,,,,
MON-2420291,2597574,【TSAudio】ALC,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-06 12:13 PM,P1,Done,0024e819-659f-40cb-971a-d701c26ad770,,,,,
MON-2420273,2597556,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-06 11:11 AM,P2,Done,42e17201-fa17-4967-80b6-64cf28a5362c,LSTI-4809,,,,
MON-2420037,2597287,司机反馈，进入隧道后突然降速,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-06 12:04 AM,P1,Done,7a33c4c4-9abe-4278-8834-755fbfcd8180,LSTI-4839,,,,
MON-2419939,2597185,不合理制动,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-05 11:31 PM,P1,Done,086ae530-8b35-4018-8455-524e8215337c,LSTI-4839,,,,
MON-2419934,2597178,司机反馈车辆正常时行驶时刹车,v0.8.96-adlst-0606.patch.21-irs2-CNHTC_G7H4_B_VEHICLE_LYRA,yuhao.zhao,2024-12-05 11:22 PM,P1,Done,5c9f61b7-b933-4fae-8478-091a991603e5,LSTI-5241,,,,
MON-2419907,2597147,音频-不合理制动,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-05 10:56 PM,P1,Done,b3b4cd2c-f32d-4749-aa5a-ffb0c7e95ddd,LSTI-4839,,,,
MON-2419900,2597140, Nudge误触发,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-05 10:41 PM,P1,Done,1e784123-90ea-4375-84ae-284ba41fc054,LSTI-5146,,,,
MON-2419843,2597060,音频-fm_err_input_loc_rslt_low_confidence,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhixin.yan,2024-12-05 7:39 PM,P2,Done,16140841-a536-475c-bef8-716330392ea8,LSTI-5057,,,,
MON-2419825,2597036,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.21-irs2-CNHTC_G7H4_B_VEHICLE_LYRA,keming.zheng,2024-12-05 7:15 PM,P2,Done,0f6550e9-238b-44ec-9241-5a0fad122a4f,LSTI-4376,,,,
MON-2419748,2596935,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhixin.yan,2024-12-05 3:04 PM,P2,Done,965f105e-7181-48ad-9427-6b8cb5dd293c,LSTI-5057,,,,
MON-2419741,2596928,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-05 2:34 PM,P1,Done,d53793eb-3714-4da4-80b0-996463b614ea,LSTI-4376,,,,
MON-2419740,2596927,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-05 2:34 PM,P2,Done,350cd259-a5eb-43e6-b6b7-a7c22a5123aa,LSTI-5057,,,,
MON-2419719,2596906,【TSAudio】ALC,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-05 1:26 PM,P2,Done,9a86a568-1cef-4479-b95c-d23cb16ff472,LSTI-5241,,,,
MON-2419703,2596890,中通-右侧有车误变道,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-05 12:17 PM,P1,Done,c5cb9bf9-dc60-4012-9d14-760023b78c50,LSTI-5165,,,,
MON-2419675,2596862,港沟枢纽匝道内，油门开度忽大忽小，体感明显,v1.1.9-Alpha-20241202-irs2-COMMON_LYRA,songlin.lei,2024-12-05 11:24 AM,P1,Done,72d9376f-dd07-4e17-b142-6f632705234c,,,,,
MON-2419667,2596854,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-05 11:12 AM,P2,Done,259f9bab-db04-4078-80b1-eef282519b85,LSTI-4809,,,,
MON-2419662,2596849,突然减速刹车,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-05 11:09 AM,P1,Done,1590eac8-2046-4394-b96f-190b39e8f159,LSTI-4839,,,,
MON-2419655,2596842,【TSAudio】Nudge,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-05 10:40 AM,P2,Done,421e62fd-b80f-4508-ad05-25ad127f6c70,LSTI-5216,,,,
MON-2419647,2596834,变道一半取消，老是左转右转,v0.8.96-adlst-0606.patch.21-irs2-CNHTC_G7H4_B_VEHICLE_LYRA,wan.sun,2024-12-05 10:26 AM,P1,Done,b2eeb699-3e04-46dd-b7f3-1f77f8d8feea,LSTI-4839,,,,
MON-2419644,2596831,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-05 10:10 AM,P1,Done,9ef57bb5-f97b-4f90-b614-dc5b6a13a093,LSTI-4809,,,,
MON-2419643,2596830,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-05 10:10 AM,P2,Done,7e4d74c9-f4a9-4b35-86f5-92a7e34c0d08,LSTI-5057,,,,
MON-2419602,2596789,【TSAudio】Fallback,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-05 9:34 AM,P2,Done,b8ceaf8a-f7a2-49be-b1eb-ce81d27ecd89,LSTI-4376,,,,
MON-2419321,2596442,质量分析-每日异常指标KA-重刹干预,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-04 9:35 PM,P1,Done,b3e781c9-d58f-49f6-974e-9666a8be63b4,LSTI-4839,,,,
MON-2419310,2596431,ALC误触发,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-04 8:33 PM,P1,Done,e4a34df3-b704-44d4-9357-4c6578e64fac,LSTI-5216,,,,
MON-2419288,2596398,音频-突然急刹,v1.0.12-Alpha-20241025-3-gb5067cf2a-compound-64dd183c-irs2-468a9a4b-FT_ESTN_B_VEHICLE_LYRA,keming.zheng,2024-12-04 7:12 PM,P1,Done,c6ef70f0-722c-4541-8925-1b9d847af428,LSTI-5014,,,,
MON-2419273,2596379,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-04 6:45 PM,P2,Done,6e2653b5-5303-4b4e-ac88-20b1f5a1374a,LSTI-5064,,,,
MON-2419048,2596148,误触发避让,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-04 11:51 AM,P1,Done,23f635e4-d9cd-4f93-9084-82dd52bc8e0c,LSTI-4839,,,,
MON-2419006,2596106,【TSAudio】Fallback,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,jingpeng.sun,2024-12-04 10:21 AM,P1,Done,a7f4d087-2cdf-4254-a555-2fc7f021d7d2,LSTI-4809,,,,
MON-2418957,2596057,车辆智能驾驶中自动变道转向闸道，没有按照正规路线走,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-04 9:08 AM,P1,Done,25956201-c9a9-498e-a410-f07fbead8ed7,LSTI-4376,,,,
MON-2418952,2596052,右侧后向来车不能避让,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-04 7:57 AM,P1,Done,5d0f44e0-e313-49f5-bd5b-4ad22d80d5fc,LSTI-5216,,,,
MON-2418883,2595981,HMI_025，经过压线纸箱没有任何提示，没有触发nudge,v1.1.9-Alpha-20241202-irs2-COMMON_LYRA,wan.sun,2024-12-04 6:21 AM,P1,Done,40780930-ec6e-446c-a811-da594174ce85,LSTI-5559,,,,
MON-2418875,2595973,正常巡航，误报障碍物提示,v1.1.9-Alpha-20241202-irs2-COMMON_LYRA,linyan.yang,2024-12-04 6:21 AM,P0,Done,1127f30b-55ea-43f6-9401-d5147b0d77ab,,,,,
MON-2418574,2595634,fm_err_input_loc_rslt_low_confidence ,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhixin.yan,2024-12-03 11:33 PM,P2,Done,576dac81-e7a5-4c6e-9a96-ea33b24584b7,LSTI-5064,,,,
MON-2418567,2595626,误触发变道,v0.8.96-adlst-0606.patch.18-2-gcf15adbf0-irs2-97984fbd-CNHTC_Z19X_T_VEHICLE_M51_LC,keming.zheng,2024-12-03 11:22 PM,P1,Done,0a2ee5c0-fb0d-4408-9dee-463efc6c14da,LSTI-4882,,,,
MON-2418552,2595594,不合理制动,v1.0.9-p6-Beta-20241123-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-03 10:44 PM,P1,Done,f5a55656-935a-4239-8191-75a263e1f1d3,LSTI-4749,,,,
MON-2418532,2595574,不合理制动,v1.0.9-p6-Beta-20241123-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-03 10:37 PM,P1,Done,cbedf79a-86fd-40d3-b512-9fe658022650,LSTI-5241,,,,
MON-2418508,2595549,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-03 10:32 PM,P1,Done,e374a9d1-cf94-426a-b80f-2ebd864b24d4,LSTI-4376,,,,
MON-2418498,2595539,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-DF_H19X_C_VEHICLE_LYRA,keming.zheng,2024-12-03 10:30 PM,P1,Done,0e15ce21-5014-4e1d-9b2a-afa20ccff7b9,LSTI-4008,,,,
MON-2418329,2595334,德邦-进隧道打灯左变道，急刹走不动,v0.8.96-adlst-0606.patch.18-2-gcf15adbf0-irs2-97984fbd-CNHTC_Z19X_T_VEHICLE_M51_LC,keming.zheng,2024-12-03 4:19 PM,P1,Done,63871839-1b04-4f20-a56b-a7399ec4ccf4,LSTI-4839,,,,
MON-2418314,2595319,变道刹车,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-03 2:08 PM,P1,Done,f940bb90-a74c-463c-ac41-d92882e757dd,LSTI-5241,,,,
MON-2418247,2595252,变道一半取消,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,hui.liu,2024-12-03 9:00 AM,P1,Done,6bc1ce19-9053-45ce-bc4f-e95dc2fc3fe4,,,,,
MON-2418239,2595244,误报施工路段,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-03 8:35 AM,P1,Done,257aaa11-1df5-4ecd-8e8e-a9a9262a1870,,,,,
MON-2418234,2595239,隧道突然减速，误报施工路段,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-03 8:26 AM,P1,Done,2b89550f-8505-404c-b6ad-e5b46d4f35c5,LSTI-4839,,,,
MON-2417758,2594666,左侧有车还要向左侧变道,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-02 7:51 AM,P1,Done,d55e6bb6-435e-41cd-ac22-3f5cbd11c45c,LSTI-5219,,,,
MON-2417717,2594625,请注意路面障碍物-黄色弹窗（怀疑误报）,v1.1.8-Alpha-20241128-irs2-COMMON_LYRA,zhifang.wei,2024-12-02 5:18 AM,P0,Done,ac6c90c3-c2ea-46d8-ae30-9967ad413d72,,,,,
MON-2417619,2594450,fm_err_invalid_lane_number ,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-01 9:52 PM,P1,Done,786a956a-fbfe-488c-ab1a-68bf3e571964,LSTI-5057,,,,
MON-2417504,2594325,ivi误报路面障碍物,v1.1.8-Alpha-20241128-irs2-COMMON_LYRA,zhi.xing,2024-12-01 7:53 PM,P1,Done,04d6693c-821e-4c76-9b3d-6267effbde05,,,,,
MON-2417495,2594316,匝道内误报请注意障碍物,v1.1.8-Alpha-20241128-irs2-COMMON_LYRA,zhi.xing,2024-12-01 7:52 PM,P1,Done,140a1a38-1d91-49dc-8414-693e57d755a4,,,,,
MON-2417492,2594313,变道过程中ivi文字播报请注意障碍物,v1.1.8-Alpha-20241128-irs2-COMMON_LYRA,bin.xue,2024-12-01 7:52 PM,P1,Done,e01ab72e-7ccb-4682-b351-e79a7ce54077,,,,,
MON-2417442,2594222,超车距离拉长一点，别超了一半，就我就往右边贴啊,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-01 6:03 PM,P1,Done,1ecf6b0c-7173-4ac5-9ff1-fdf61e729288,LSTI-5216,,,,
MON-2417345,2594117,【TSAudio】Fallback,v1.0.9-p6-Beta-20241123-irs2-DF_HG01_C_VEHICLE_LYRA,jiaotong.guo,2024-12-01 1:47 PM,P2,Done,d81e4bcc-e1c7-4892-bd57-e69e1cfa5320,,,,,
MON-2417141,2593902,智能驾驶异常退出,v1.0.9-p6-Beta-20241123-irs2-DF_HG01_C_VEHICLE_LYRA,siyu.zhang,2024-11-30 7:28 PM,P1,Done,095778b7-a020-44f1-a2d9-879754b74dee,LSTI-5466,,,,
MON-2416880,2593616,竹园枢纽北京方向：feature_match_modulefm_err_input_boundaries_shape_inconsistent_with_map,v1.1.8-Alpha-20241128-irs2-DF_D_VEHICLE_ADU,wan.sun,2024-11-29 6:57 PM,P1,Done,2b32d654-506d-4087-9788-04033ebb5596,LSTI-4180,,,,
MON-2416864,2593600,"""feature_match_module"":""FM_ERR_INPUT_BOUNDARIES_SHAPE_INCONSISTENT_WITH_MAP""",v1.1.8-Alpha-20241128-irs2-DF_D_VEHICLE_ADU,wan.sun,2024-11-29 6:56 PM,P1,Done,93609226-80af-49aa-a1b6-2d2ede2223ef,LSTI-4180,,,,
MON-2416750,2593478,IVI显示请控制方向盘，车辆偏离车道,v1.0.7-p1-GA-20240926-irs2-DF_H19X_D_VEHICLE_M51_LC,keming.zheng,2024-11-29 8:58 AM,P1,Done,5d37f259-bfc0-4af9-aad0-6e7cd613beab,LSTI-4180,,,,
MON-2416299,2592873,"Lateral error over 40 triggered, error = -0.400063",v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhi.xing,2024-11-28 2:08 AM,P1,Done,426cc1db-c82b-4c68-bd3f-bb32aacc991a,,,,,
MON-2416271,2592826,"Lateral error over 40 triggered, error = 0.420787",v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,zhixin.yan,2024-11-28 1:16 AM,P1,Done,e3ed891d-1e82-4cde-8357-de56259d123e,LSTI-4376,LSTI-5065,,,
MON-2416270,2592825,"Lateral error over 40 triggered, error = -0.414311",v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhixin.yan,2024-11-28 1:15 AM,P1,Done,8ae41945-6835-466d-a4dd-c9a8ff41ff0b,LSTI-5065,LSTI-4376,,,
MON-2416269,2592824,"Lateral error over 40 triggered, error = 0.403911",v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhixin.yan,2024-11-28 1:15 AM,P1,Done,f8a7191d-fe83-4aa8-bd88-4af32fd59c46,LSTI-4376,LSTI-5065,,,
MON-2416224,2592749,正常路况提示施工路段,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-11-27 10:52 PM,P1,Done,621ca10f-e8bf-44dd-8bae-62715dbf21c1,,,,,
MON-2414981,2591172,【TSAudio】Fallback,v1.0.9-p2-Beta-20241009-irs2-DF_HG01_C_VEHICLE_LYRA,zeyong.shan,2024-11-23 3:36 PM,P2,Done,3d3d2122-e833-48b7-a7b4-b80bbe989afb,,,,,
MON-2412555,2588058,系统异常退出自动驾驶,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-11-16 1:43 AM,P0,Done,6864e42f-9d96-41c6-b50f-29454e5b80f8,LSTI-4376,,,,
MON-2407867,2581901,申通-rf_err_input_boundaries_shape_inconsistent_with_map,v1.0.10-Alpha-20240919-13-g756f192e6-irs2-aace56d8-FT_ESTN_B_VEHICLE_LYRA,keming.zheng,2024-11-04 7:04 PM,P2,Done,9984f33b-ee4e-42c0-b3e3-c85afd0c62b9,LSTI-4376,,,,
MON-2400122,2571969,圆通-连续多次自动变道不成功返回原车道,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,hui.liu,2024-10-14 11:59 AM,P1,Done,8a2a7a32-ea9e-4847-9597-4356ca6f9c0c,,,,,
MON-2392455,2558304,DF400台重刹专题,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,wan.sun,2024-09-06 1:06 AM,P1,Done,653266fa-58bd-4e01-91fe-f63442d43b0a,,,,,
MON-2387483,2548795,中通-右侧应急车道车压线，左侧车道有小车，咱车依然在加速,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,xue.you,2024-08-13 7:28 PM,P0,Done,a45d8ec8-4e8b-4ec3-86d0-d36bd9def2ce,,,,,
