Issue key,Issue id,Summary,Custom field (Bundle Version),Assignee,Created,Priority,Status,Custom field (Moment ID),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI),Custom field (Linked LSTI/DVTI)
MON-2423896,2601821,隧道压线行驶,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-15 11:35 PM,P1,Done,6feb7784-99a7-4c64-af25-a6adb2315eb0,LSTI-4839,,,,
MON-2423887,2601812,无故刹车,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,jingpeng.sun,2024-12-15 11:12 PM,P2,Done,1bcfdc8d-56e7-4e6c-b266-9ccf720ea383,LSTI-5014,,,,
MON-2423886,2601811,隧道内误制动,v0.8.96-adlst-0606.patch.21-irs2-CNHTC_G7H4_B_VEHICLE_LYRA,yuhao.zhao,2024-12-15 11:11 PM,P2,Done,9dc3fef0-61d0-4713-a486-a54f5d383e33,LSTI-4839,,,,
MON-2423865,2601779,行驶时乱变道,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,ruiliang.li,2024-12-15 10:07 PM,P2,Won't Do,48e5180a-211c-4044-8360-9d86f98261e3,,,,,
MON-2423862,2601775,经过隔离桩出现刹车,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-15 9:59 PM,P1,Done,e67a34a1-ecda-4b75-84cf-422e0b8f182a,LSTI-4839,,,,
MON-2423855,2601760,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,hui.liu,2024-12-15 9:37 PM,P1,Done,5e27617b-46b1-4015-9c97-f040714af615,,,,,
MON-2423853,2601758,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:37 PM,P1,Done,0a4e797d-6476-4ded-854d-a7d9987097b4,LSTI-4839,,,,
MON-2423852,2601757,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:37 PM,P1,Done,e69fb054-07ec-4d63-ac33-5db02b9dfa8a,LSTI-5014,,,,
MON-2423851,2601756,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:37 PM,P1,Done,7283f54a-34b0-4033-ada2-2a43d5432d83,LSTI-5249,,,,
MON-2423850,2601755,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-FT_ESTN_B_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:37 PM,P1,Done,eeace286-b79d-4a44-841a-2312a162885c,LSTI-5249,,,,
MON-2423849,2601754,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:37 PM,P1,Done,eb02e52d-2984-47ca-a462-4366e18bed11,LSTI-5014,,,,
MON-2423848,2601753,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:37 PM,P1,Done,e46699b3-bc5e-49ae-a750-361ede5cdf3e,LSTI-5014,,,,
MON-2423847,2601752,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:37 PM,P1,Done,b6c75d65-2283-48e4-99ac-13825ca4c8a3,LSTI-5014,,,,
MON-2423846,2601751,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:36 PM,P1,Done,f5b464d0-0262-424b-932c-f0c8601656d2,LSTI-4882,,,,
MON-2423833,2601738,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:35 PM,P1,Done,122953b9-de27-4108-b464-0d4bdc2ffa50,LSTI-5014,,,,
MON-2423830,2601735,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,ryan.han,2024-12-15 9:35 PM,P1,Done,e6bd1ebb-5a9a-4324-a261-b471f06ea173,LSTI-5042,,,,
MON-2423826,2601731,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-FT_ESTN_B_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:34 PM,P1,Done,ac4edaaf-772e-436c-812c-af0446106481,LSTI-5546,,,,
MON-2423823,2601728,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:34 PM,P1,Done,14f5ec15-800e-4700-a2e0-2dfe800c3741,LSTI-5249,,,,
MON-2423822,2601727,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:34 PM,P1,Done,d28f45ed-9f57-4cdd-a9f9-85d6c836a0ff,LSTI-5014,,,,
MON-2423821,2601726,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:34 PM,P1,Done,6aa636b0-a6f1-4b9b-851f-3fdc6aa936f1,LSTI-5014,,,,
MON-2423819,2601724,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:34 PM,P1,Done,63bd1579-fae4-49e5-9bcf-7e787008a6cb,LSTI-5546,,,,
MON-2423817,2601722,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:33 PM,P1,Done,51211831-8a4e-47f5-a0e7-be4c754d8349,LSTI-4882,,,,
MON-2423816,2601721,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:33 PM,P1,Done,83335f35-6859-4038-8843-b4ab34daa68a,LSTI-5014,,,,
MON-2423815,2601720,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:33 PM,P1,Done,beb720d8-5be5-4aea-95b7-10fe0255dab2,LSTI-5014,,,,
MON-2423812,2601717,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:33 PM,P1,Done,147bcbba-4d13-4b4b-8d0d-4babc1378c4a,LSTI-4839,,,,
MON-2423811,2601716,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-FT_ESTN_B_VEHICLE_LYRA,li.ding,2024-12-15 9:33 PM,P0,Done,fd1044e6-2dae-4d07-89af-daa2de89cf4c,LSTI-5187,,,,
MON-2423810,2601715,v1.0.9-p6-Beta-20241204-重刹,v1.0.9-p6-Beta-20241204-irs2-FT_ESTN_B_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:33 PM,P1,Done,ac06b754-cb14-406d-b894-99210bc5a705,LSTI-5249,,,,
MON-2423807,2601712,【TSAudio】Fallback,v1.0.12-Alpha-20241025-4-g4e7c269ad-jazz-5bd776ec-irs2-01a1dcab-DF_H19X_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:31 PM,P2,Done,3e4078a1-963e-4894-81b4-6483e940151f,LSTI-5429,,,,
MON-2423803,2601708,司机反馈，右边有车辆，未主动避让,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-15 9:27 PM,P1,Root Cause Analysis,d90990e7-403d-403a-8e06-ef3c87177c17,LSTI-5241,,,,
MON-2423795,2601700,正常路况不合理制动,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,jingpeng.sun,2024-12-15 9:10 PM,P2,Done,2fa7aa23-09f1-4550-9c57-b4b2f8ebef31,LSTI-5014,,,,
MON-2423793,2601698,【TSAudio】ALC,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,ruiliang.li,2024-12-15 9:00 PM,P2,Done,6200167c-4fec-45a8-a69f-ccc612acf415,,,,,
MON-2423791,2601696,【TSAudio】ALC,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,ruiliang.li,2024-12-15 8:29 PM,P2,Done,1e83a2a3-95ae-4ed8-aea7-309554c1328b,,,,,
MON-2423779,2601684,异常降档降速,v0.8.96-adlst-0606.patch.21-irs2-CNHTC_G7H4_B_VEHICLE_LYRA,yuhao.zhao,2024-12-15 8:26 PM,P1,Done,396b0d7a-70af-49c8-83a4-215dd9c3b098,LSTI-4839,,,,
MON-2423763,2601653,nudge未触发,v1.1.10-Alpha-20241213-irs2-COMMON_LYRA,li.ding,2024-12-15 6:44 PM,P0,Done,0d26cade-3ff3-4f48-bca6-1722456318e8,LSTI-4966,,,,
MON-2423761,2601651,"FB,lidar_bpu_lyra_n_module_j5b,LIDAR_BPU_RESULT_PUBLISH_FPS_INVALID",v1.1.10-Alpha-20241213-irs2-COMMON_LYRA,wan.sun,2024-12-15 6:43 PM,P0,Done,3263f640-1554-41f7-a725-8ca8e01a5ebc,LSTI-5429,,,,
MON-2423760,2601650,"FB,lidar_bpu_lyra_n_module_j5b,LIDAR_BPU_RESULT_PUBLISH_FPS_INVALID",v1.1.10-Alpha-20241213-irs2-COMMON_LYRA,wan.sun,2024-12-15 6:43 PM,P0,Done,cb550e3f-87ce-4c36-9c86-41117d09c238,LSTI-5429,,,,
MON-2423621,2601486,ALC过程中误取消,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-15 3:45 PM,P1,Done,fc4dc224-a278-4aab-89c1-7e65f391dc32,LSTI-5241,,,,
MON-2423618,2601482,档位不合理,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,zongshuo.liu,2024-12-15 3:24 PM,P1,Done,252e5855-86b6-425e-b74e-c4b46e685acb,LSTI-5014,,,,
MON-2423614,2601478,未触发避让,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-15 1:57 PM,P1,Done,c1f92b32-e752-42f4-8a53-1e305b12d09e,,,,,
MON-2423613,2601477,不合理制动,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,ruiliang.li,2024-12-15 1:56 PM,P2,Done,4caf499d-a6ce-4d15-a997-fe3697e4990a,LSTI-5546,,,,
MON-2423606,2601470,实线变道,v1.0.7-p1-GA-20240926-irs2-DF_H19X_T_VEHICLE_M51_LC,yuhao.zhao,2024-12-15 1:44 PM,P1,Done,cbd7b240-031e-400b-b945-1e0861060d7b,LSTI-4764,,,,
MON-2423603,2601467,误触发自动变道,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-15 1:27 PM,P1,Done,c568e93f-8f89-40dd-8a05-7614bbe02b38,LSTI-5165,,,,
MON-2423585,2601449,左侧后向来车不能避让,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-15 11:02 AM,P1,Done,a467e19d-f411-433f-880a-859d8a84b846,,,,,
MON-2423584,2601448,右侧后向来车不能避让,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-15 10:59 AM,P1,Done,6be33659-e8f0-4b8b-adf3-07c41e319c2a,LSTI-5216,,,,
MON-2423530,2601393,超车过程中取消后又超,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-15 4:19 AM,P1,Root Cause Analysis,b9eec879-cc9f-4dd6-933f-5e91eb02157f,LSTI-5546,,,,
MON-2423528,2601391,无法进AD【首次处理时间】20:02,v1.0.9-p6-Beta-20241123-irs2-DF_H19X_D_VEHICLE_M51_LC,jiaxuan.tang,2024-12-15 4:08 AM,P0,Done,906d1f0a-4c27-403f-8b95-bcf55f85702a,,,,,
MON-2423525,2601388,fallback,v1.0.12-Alpha-20241025-4-g4e7c269ad-jazz-5bd776ec-irs2-01a1dcab-DF_H19X_C_VEHICLE_LYRA,jingpeng.sun,2024-12-15 3:48 AM,P2,Done,5163bb68-0f78-4961-ba38-ec99511da39b,LSTI-5429,,,,
MON-2423518,2601381,正常行驶 急刹,v0.8.96-adlst-0606.patch.23-irs2-FT_ESTN_B_VEHICLE_LYRA,zhou.yang,2024-12-15 3:31 AM,P1,Done,80b3f0ee-f918-47e6-8e3c-660107a742f2,,,,,
MON-2423515,2601377,误触发避让,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-15 3:03 AM,P1,Done,c79526e5-9331-4c33-bb98-f2cd7e5d7dc6,,,,,
MON-2423514,2601376,误触发避让,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-15 2:59 AM,P1,Done,876ee83d-e244-442e-96cb-4849fc7a6d79,LSTI-4839,,,,
MON-2423513,2601375,正在避让，小心施工,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-15 2:56 AM,P1,Done,5a500c94-09fa-4398-9ed4-068cbbbf3445,LSTI-4839,,,,
MON-2423511,2601372,【TSAudio】不合理制动,v0.8.96-adlst-0606.patch.19-irs2-DF_H19X_C_VEHICLE_LYRA,zhou.yang,2024-12-15 1:56 AM,P1,Done,f2837510-9320-4bd4-8d08-04da5aebf184,,,,,
MON-2423509,2601370,突然降档,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,zongshuo.liu,2024-12-15 1:45 AM,P1,Done,8ef56500-2a10-4aa9-b5dc-bbc85aea7059,LSTI-5014,,,,
MON-2423496,2601356,超车时异常刹车,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-14 9:14 PM,P1,Done,e607fde9-631f-46da-b711-ff6d0e50cd94,LSTI-4839,,,,
MON-2423494,2601354,正常道路异常降档,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,zongshuo.liu,2024-12-14 9:09 PM,P1,Done,7ee71ca1-ca66-45c1-ba0e-b9002687cec6,LSTI-5014,,,,
MON-2423488,2601348,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-14 6:53 PM,P2,Done,6e3b1c46-cfcc-45ac-a7b7-e29e0044df20,LSTI-5064,,,,
MON-2423470,2601330,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-14 3:19 PM,P2,Done,a2fb23fb-9b4e-4a0f-90f0-c5ded61e5346,,,,,
MON-2423467,2601327,急刹,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-14 2:59 PM,P1,Done,49842831-3119-409c-9c8d-8a21dbd5cd2d,LSTI-4803,,,,
MON-2423466,2601326,急刹,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-14 2:56 PM,P1,Done,403c2992-3d82-4d56-848c-1d6818c5c8a5,,,,,
MON-2423464,2601324,不合理制动 ,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-14 2:52 PM,P1,Done,ada26943-7245-440f-b526-a36c18388816,LSTI-4803,,,,
MON-2423463,2601323,误触发避让,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-14 2:23 PM,P1,Done,ddd6f3bd-76af-4a1c-96ce-dd7e4e01d1d3,LSTI-4839,,,,
MON-2423449,2601309,不合理制动,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-14 12:50 PM,P1,Done,0aef919f-0f58-446c-9a1e-a8bab10463d0,,,,,
MON-2423427,2601287,rf_err_input_boundaries_heading_inconsistent_with_map ,v1.0.9-p2-Beta-20241009-irs2-LQ_4H70_B_VEHICLE_LYRA,yuhao.zhao,2024-12-14 11:19 AM,P1,Done,a6efe23f-569c-4899-a7e1-efe077f431e2,LSTI-5064,,,,
MON-2423426,2601286,两车拼排刹车,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-14 11:15 AM,P1,Done,3584b0ee-d6ae-49f1-b92c-b43d0ee25907,LSTI-4839,,,,
MON-2423419,2601279,【TSAudio】Nudge,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,jingpeng.sun,2024-12-14 10:14 AM,P2,Done,fd7703b5-551e-4e77-ae2e-67be13ffec6e,LSTI-5241,,,,
MON-2423372,2601232,隧道内误制动,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-14 8:47 AM,P1,Done,0b8d0f96-981e-4759-8af9-36933da41dcd,LSTI-4839,,,,
MON-2423361,2601221,【TSAudio】Nudge,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,jingpeng.sun,2024-12-14 7:12 AM,P2,Done,5baf23b5-ae15-4d60-90b5-77184b8056fb,LSTI-5241,,,,
MON-2423355,2601215,不合理制动,v0.8.96-adlst-0606.patch.19-irs2-DF_HG01_C_VEHICLE_LYRA,yuhao.zhao,2024-12-14 6:58 AM,P1,Done,7f8ee4bd-13e3-4a38-a2db-0adbe4134181,LSTI-4764,,,,
MON-2423348,2601208,频繁刹车,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,keming.zheng,2024-12-14 6:12 AM,P1,Done,9a9c471e-7368-4ac5-84b1-ec349ba0c182,LSTI-4839,,,,
MON-2423337,2601187,圆通-不合理降档,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,zongshuo.liu,2024-12-13 10:14 PM,P1,Done,4247da15-971e-48b8-905e-1c73a4c8b950,LSTI-5014,,,,
MON-2423335,2601184,德邦-急刹,v0.8.96-adlst-0606.patch.18-2-gcf15adbf0-irs2-97984fbd-CNHTC_Z19X_T_VEHICLE_M51_LC,zhou.yang,2024-12-13 9:51 PM,P1,Done,d0336fe0-aac0-469e-a2be-e52cd45e71e7,,,,,
MON-2423334,2601183,德邦-急刹,v0.8.96-adlst-0606.patch.18-2-gcf15adbf0-irs2-97984fbd-CNHTC_Z19X_T_VEHICLE_M51_LC,zhou.yang,2024-12-13 9:46 PM,P1,Done,8e8f4307-f058-4d9e-84c0-da0425da3a56,,,,,
MON-2423328,2601177,圆通-上坡跳档,v1.0.9-p6-Beta-20241204-irs2-LQ_4H70_B_VEHICLE_LYRA,zongshuo.liu,2024-12-13 7:46 PM,P1,Done,f18af635-1e40-4909-b54c-7f10755a895d,LSTI-5014,,,,
MON-2423326,2601175,中通-急刹,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-13 7:37 PM,P1,Done,215187db-7173-42ff-9f8f-da7ee2b27460,,,,,
MON-2423317,2601159,【TSAudio】ALC,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,ruiliang.li,2024-12-13 5:51 PM,P2,Done,3e066f61-62c0-4acd-8e5a-2808dbf39af6,,,,,
MON-2423316,2601158,【TSAudio】ALC,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,ruiliang.li,2024-12-13 5:51 PM,P2,Done,5dedc26f-7a5b-4f40-8000-2c50cadf3c29,,,,,
MON-2423300,2601142,误触发自动变道,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-13 3:45 PM,P1,Done,aa1f2306-3260-47f4-b77b-2917837eaa84,,,,,
MON-2423298,2601140,【TSAudio】ALC,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,ruiliang.li,2024-12-13 3:42 PM,P2,Done,9dfd0aa3-2ed9-43ba-9bb2-3f1334ed3b3b,,,,,
MON-2423292,2601134,不合理制动,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-13 3:34 PM,P1,Done,d2896c3a-84ac-4013-89f5-120ed4687836,,,,,
MON-2423282,2601124,不合理制动 ,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-13 3:06 PM,P1,Done,352ccb7f-6ffe-4254-8238-a425efc9fee9,,,,,
MON-2423276,2601118,误报施工路段,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-13 2:33 PM,P1,Done,40017dc6-e025-4805-9867-2373ef0b9a8b,,,,,
MON-2423247,2601089,【TSAudio】Fallback,v0.8.96-adlst-0606.patch.8-irs2-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-13 11:57 AM,P2,Done,d1371f54-224b-4c90-ae5d-a17e654a9ce7,LSTI-4759,,,,
MON-2423087,2600919,Fallback异常问题,v1.0.7-p1-GA-20240926-irs2-DF_H19X_D_VEHICLE_M51_LC,keming.zheng,2024-12-13 1:55 AM,P2,Done,262bc464-ef47-4fe6-bd28-79c4c9f88afd,LSTI-4809,,,,
MON-2423079,2600904,质量分析-每日异常指标SME-画龙,v1.0.9-p2-Beta-20241009-irs2-DF_D_VEHICLE_ADU,jingpeng.sun,2024-12-13 1:15 AM,P1,Done,123b2146-a7a9-4411-b902-b63fb1721b14,LSTI-4772,,,,
MON-2423074,2600899,质量分析-每日异常指标ITS-画龙干预,v1.0.7-p1-GA-20240926-irs2-DF_H19X_D_VEHICLE_M51_LC,jingpeng.sun,2024-12-13 1:06 AM,P1,Done,e73b8788-b1a1-4226-8b1a-ec6c0ed9a75f,LSTI-5086,,,,
MON-2423071,2600896,质量分析-每日异常指标ITS-画龙干预,v1.0.9-p6-Beta-20241123-irs2-DF_H19X_D_VEHICLE_M51_LC,jingpeng.sun,2024-12-13 1:06 AM,P1,Done,5ef41291-df5e-4f3a-ac1f-d05a5440e0fd,LSTI-5062,,,,
MON-2423069,2600893,质量分析-每日异常指标ITS-画龙干预,v1.0.7-p1-GA-20240926-irs2-DF_H19X_D_VEHICLE_M51_LC,jingpeng.sun,2024-12-13 1:00 AM,P1,Done,a0034300-f112-4c37-9062-754fe3f508f0,LSTI-4180,,,,
MON-2423066,2600878,德邦-急刹,v0.8.96-adlst-0606.patch.18-2-gcf15adbf0-irs2-97984fbd-CNHTC_Z19X_T_VEHICLE_M51_LC,zhou.yang,2024-12-12 11:50 PM,P1,Done,08680ccf-b9dd-40bf-b1c6-57a299679da7,,,,,
MON-2423033,2600793,Nudge误触发,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,keming.zheng,2024-12-12 7:15 PM,P2,Done,fb1f46ff-c9a1-41a0-8f4c-1d38a7b896b3,LSTI-4839,,,,
MON-2423027,2600784,中通-误报小心施工,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-12 6:42 PM,P1,Done,529095cb-0516-44f4-9d08-c391b963490c,,,,,
MON-2423020,2600775,质量分析-每日异常指标SME-画龙干预,v1.0.9-p1-Alpha-20240929-6-gaa3a5e564-irs2-4cf76670-DF_D_VEHICLE_ADU,jingpeng.sun,2024-12-12 6:18 PM,P1,Done,9fc27717-ec73-4a3b-94be-430bb5533feb,LSTI-4180,,,,
MON-2423003,2600756,质量分析-每日异常指标ITS-画龙干预,v1.0.7-p1-GA-20240926-irs2-DF_H19X_D_VEHICLE_M51_LC,jingpeng.sun,2024-12-12 6:06 PM,P1,Done,6bcc64e4-971f-4b88-89d0-b5b56be0941d,LSTI-5084,,,,
MON-2422894,2600642,【TSAudio】Nudge,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,ruiliang.li,2024-12-12 5:13 PM,P2,Done,43d9ee1e-d476-4baa-9ea6-a1106fb76f20,,,,,
MON-2422893,2600641,【TSAudio】ALC,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,ruiliang.li,2024-12-12 5:12 PM,P2,Done,f9090f19-5eb0-4691-94de-f62677068344,,,,,
MON-2422890,2600638,【TSAudio】ALC,v1.0.9-Beta-20240911-64-g2666792d7-irs2-8296a8ac-DF_HG01_C_VEHICLE_LYRA,ruiliang.li,2024-12-12 4:11 PM,P2,Done,d8858cc7-4e85-438a-a440-b3b58d67a5a4,,,,,
MON-2422887,2600635,【TSAudio】Nudge,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-12 3:40 PM,P2,Done,9764550c-0a65-43e0-b94f-af9ae2aa93d1,LSTI-5146,,,,
MON-2422884,2600632,爬坡先点刹车在超车,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,zhou.yang,2024-12-12 3:33 PM,P1,Done,4d68ce20-a0c5-4750-9c31-c720ea3a4827,,,,,
MON-2422878,2600626,下雪用不了AD，辅助模式。,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-12 3:19 PM,P1,Done,7f83ad34-7975-49ff-9896-e328d935ab1e,,,,,
MON-2422877,2600625,下雪用不了AD，辅助模式,v0.8.96-adlst-0606.patch.19-irs2-LQ_4H70_B_VEHICLE_LYRA,zhou.yang,2024-12-12 3:17 PM,P1,Done,833bc519-f11d-4911-859c-58fd9eda620d,,,,,
MON-2422875,2600623, 隧道内误制动,v0.8.96-adlst-0606.patch.10-irs2-DF_HG01_C_VEHICLE_LYRA,jingpeng.sun,2024-12-12 3:14 PM,P1,Done,9460b24e-e060-48d3-b660-339f13942130,LSTI-4839,,,,
MON-2422872,2600620,档位不合理,v1.0.9-p6-Beta-20241204-irs2-DF_HG01_C_VEHICLE_LYRA,songlin.lei,2024-12-12 3:03 PM,P1,Done,956c17c0-d466-4afe-bd21-70b988b367d3,,,,,
